ID,ParentID,Name,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Label,Edge_Weight
S972,971,Supplier_S972,+1-555-157-4905,Germany,,,,Suppliers,13
973,458,PurchasePart_973,S974,2020-05-10,273,16.71,18,Purchase_Parts,25
S974,973,Supplier_S974,+1-555-515-8929,Germany,,,,Suppliers,91
975,214,PurchasePart_975,S976,2022-04-19,150,34.83,3,Purchase_Parts,39
S976,975,Supplier_S976,+1-555-880-7347,Germany,,,,Suppliers,77
977,512,PurchasePart_977,S978,2023-01-15,352,12.77,7,Purchase_Parts,90
S978,977,Supplier_S978,+1-555-785-1610,USA,,,,Suppliers,30
979,619,PurchasePart_979,S980,2023-01-19,998,41.4,17,Purchase_Parts,50
S980,979,Supplier_S980,+1-555-909-9084,USA,,,,Suppliers,46
981,477,PurchasePart_981,S982,2022-08-06,912,38.99,9,Purchase_Parts,37
S982,981,Supplier_S982,+1-555-785-3564,Japan,,,,Suppliers,93
983,186,PurchasePart_983,S984,2021-08-17,363,5.84,27,Purchase_Parts,65
S984,983,Supplier_S984,+1-555-646-1139,Germany,,,,Suppliers,25
985,415,PurchasePart_985,S986,2023-09-11,276,33.06,6,Purchase_Parts,54
S986,985,Supplier_S986,+1-555-640-6123,UK,,,,Suppliers,24
987,620,PurchasePart_987,S988,2021-05-17,440,31.23,14,Purchase_Parts,82
S988,987,Supplier_S988,+1-555-409-7820,USA,,,,Suppliers,70
989,508,PurchasePart_989,S990,2021-12-12,513,29.4,21,Purchase_Parts,92
S990,989,Supplier_S990,+1-555-708-9405,China,,,,Suppliers,92
991,511,PurchasePart_991,S992,2022-03-29,289,31.33,17,Purchase_Parts,14
S992,991,Supplier_S992,+1-555-651-4972,USA,,,,Suppliers,23
993,508,PurchasePart_993,S994,2022-01-23,741,17.0,24,Purchase_Parts,56
S994,993,Supplier_S994,+1-555-908-2563,Germany,,,,Suppliers,40
995,505,PurchasePart_995,S996,2020-03-20,172,24.43,6,Purchase_Parts,40
S996,995,Supplier_S996,+1-555-207-9259,Germany,,,,Suppliers,11
997,619,PurchasePart_997,S998,2020-12-12,308,28.97,25,Purchase_Parts,63
S998,997,Supplier_S998,+1-555-710-5108,Japan,,,,Suppliers,79
999,477,PurchasePart_999,S1000,2021-04-09,644,48.55,6,Purchase_Parts,86
S1000,999,Supplier_S1000,+1-555-487-3222,China,,,,Suppliers,48
